user_id,age,monthly_income,browse_time_minutes,spending_frequency,gender,occupation,city,education,family_size,login_count_30d,member_level,browsed_categories,has_coupon,is_new_user,joined_promotion,has_notification_enabled,target_purchase
USER_005957,30.9,3540.87,0.85,5.59,Male,Salesperson,New York,Associate Degree,5,3,2,8,0,True,False,False,0
USER_005958,36.1,8397.01,11.69,7.82,,Corporate Employee,Phoenix,Bachelor Degree,6,9,2,4,1,False,True,False,1
USER_005959,35.5,6670.36,12.49,3.13,Female,Teacher,Other City,Bachelor Degree,6,6,5,5,1,True,False,True,1
USER_005960,47.8,5669.54,9.22,4.62,,Salesperson,San Antonio,Associate Degree,6,3,1,8,0,False,True,False,0
USER_005961,50.4,8987.87,16.21,3.77,Female,Manager,Houston,Bachelor Degree,8,5,5,9,0,False,False,False,1
USER_005962,26.4,5996.47,1.05,0.1,Female,Doctor,New York,High School or Below,1,3,4,7,0,False,False,False,0
USER_005963,36.1,7215.69,20.4,3.49,Male,Corporate Employee,Phoenix,High School or Below,5,6,4,5,1,False,False,True,1
USER_005964,41.7,4992.58,0.1,4.81,Female,Doctor,San Diego,Bachelor Degree,1,7,2,5,0,False,False,True,0
USER_005965,50.2,8916.59,10.0,5.59,Female,Doctor,Chicago,Bachelor Degree,3,5,4,5,0,False,True,True,1
USER_005966,42.2,5847.32,8.34,3.83,Male,Salesperson,San Diego,Master or Higher,2,8,4,10,0,True,False,False,1
USER_005967,37.9,5036.43,6.38,2.6,Male,Corporate Employee,Chicago,High School or Below,1,4,1,6,0,False,True,False,0
USER_005968,41.7,9363.96,11.47,3.8,Male,Freelancer,Houston,Master or Higher,7,7,5,3,1,False,False,True,1
USER_005969,41.7,7527.75,8.96,4.69,Female,Engineer,Philadelphia,Associate Degree,2,8,2,8,1,True,True,True,1
USER_005970,25.7,5877.78,8.44,7.74,Female,Salesperson,San Antonio,Master or Higher,6,11,3,10,1,True,False,False,1
USER_005971,36.9,4910.64,1.28,2.24,Male,Freelancer,New York,High School or Below,8,7,1,4,0,True,False,False,0
USER_005972,49.6,7764.52,20.68,8.63,Female,Engineer,Houston,Bachelor Degree,8,9,3,10,0,False,False,True,1
USER_005973,32.9,6804.49,13.66,2.96,Female,Student,Other City,Bachelor Degree,3,2,5,10,1,False,True,True,1
USER_005974,36.3,5605.27,1.39,4.09,Male,Other,Houston,Bachelor Degree,4,4,1,10,0,False,False,False,0
USER_005975,32.6,6128.18,19.21,6.9,Female,Teacher,New York,Bachelor Degree,1,7,5,10,1,False,True,True,1
USER_005976,18.0,1000.0,0.73,0.32,Female,Student,Phoenix,High School or Below,2,6,2,6,1,True,True,True,0
USER_005977,35.2,5185.62,5.83,3.62,Male,Corporate Employee,Other City,Associate Degree,1,5,3,7,0,False,True,True,0
USER_005978,38.0,7133.13,2.77,0.34,Male,Corporate Employee,Chicago,Master or Higher,5,7,4,6,0,False,False,True,0
USER_005979,29.9,3813.74,1.56,6.69,Male,Engineer,New York,Bachelor Degree,2,4,2,1,0,False,False,False,0
USER_005980,23.5,2078.84,1.52,5.6,Unknown,Doctor,Los Angeles,Bachelor Degree,2,5,1,10,0,False,False,True,0
USER_005981,26.2,4497.41,3.47,4.32,Male,Civil Servant,Phoenix,Master or Higher,2,3,1,9,1,False,False,False,0
USER_005982,42.6,9203.83,21.4,5.05,Female,Corporate Employee,Other City,Bachelor Degree,2,7,4,6,1,False,False,True,1
USER_005983,54.7,7199.37,6.78,1.96,Female,Freelancer,Los Angeles,Associate Degree,5,6,3,3,0,False,True,False,0
USER_005984,48.8,7804.7,5.43,1.68,Female,Civil Servant,Los Angeles,Associate Degree,7,9,2,8,0,False,False,True,0
USER_005985,21.6,4153.67,10.42,5.9,Female,Student,Other City,Master or Higher,1,1,1,8,0,False,True,True,0
USER_005986,43.5,6256.85,4.22,3.34,Female,Teacher,Los Angeles,Bachelor Degree,2,3,1,2,0,False,False,False,0
USER_005987,28.4,5522.0,9.07,7.53,Female,Student,Other City,Bachelor Degree,8,4,1,6,1,False,False,False,1
USER_005988,29.2,4405.41,18.9,5.64,Female,Engineer,Philadelphia,Bachelor Degree,5,4,1,4,1,False,True,True,0
USER_005989,30.4,6210.53,11.83,4.8,Male,Engineer,San Diego,Associate Degree,6,8,4,10,1,False,False,True,1
USER_005990,42.1,5346.26,1.89,2.64,Male,Engineer,Los Angeles,Associate Degree,2,7,2,6,0,False,False,True,0
USER_005991,44.6,5406.13,7.53,2.48,Female,Other,Houston,High School or Below,6,2,1,5,0,False,False,True,0
USER_005992,34.0,4825.61,3.12,1.33,Female,Corporate Employee,Los Angeles,Bachelor Degree,4,12,1,9,0,False,False,False,0
USER_005993,34.2,3323.66,0.1,2.77,Male,Freelancer,Philadelphia,Associate Degree,8,2,1,5,0,False,False,True,0
USER_005994,39.6,5971.72,1.93,2.92,Male,Freelancer,New York,Associate Degree,7,6,1,3,0,False,False,True,0
USER_005995,40.7,4392.25,3.06,4.32,Male,Manager,New York,Associate Degree,5,7,1,3,1,True,True,False,0
USER_005996,46.8,5629.73,2.33,2.78,Female,Civil Servant,San Antonio,Bachelor Degree,4,5,3,3,0,False,True,True,0
USER_005997,22.2,5750.56,12.01,6.55,Male,Student,San Antonio,Bachelor Degree,3,3,2,7,1,False,False,True,1
USER_005998,35.2,3792.73,1.01,4.16,Male,Student,Los Angeles,Bachelor Degree,2,8,2,8,1,True,False,False,0
USER_005999,24.3,1663.54,4.25,4.46,Male,Student,San Antonio,Bachelor Degree,7,1,1,6,0,False,False,True,0
USER_006000,34.5,4266.95,21.53,3.3,Male,Other,Chicago,Bachelor Degree,7,2,2,7,0,False,True,True,0
USER_006001,32.7,3038.9,7.01,3.99,Female,Corporate Employee,Other City,Associate Degree,3,6,4,10,0,True,True,True,0
USER_006002,34.5,7362.31,13.77,5.47,Male,Civil Servant,San Diego,Master or Higher,2,9,4,10,1,False,False,True,1
USER_006003,27.0,2746.5,1.12,0.1,Male,Student,Phoenix,Associate Degree,8,4,2,7,0,False,False,False,0
USER_006004,20.1,4695.16,4.36,2.16,Male,Corporate Employee,Other City,Bachelor Degree,4,7,2,7,0,False,False,True,0
USER_006005,18.0,4994.21,16.56,3.2,Female,Student,San Antonio,Bachelor Degree,7,6,2,2,1,False,False,True,1
USER_006006,33.7,4629.17,1.38,6.01,Male,Civil Servant,San Diego,Associate Degree,3,8,2,3,1,False,False,True,0
USER_006007,30.7,2289.37,0.45,4.88,Female,Corporate Employee,Philadelphia,High School or Below,3,7,1,6,0,True,False,True,0
USER_006008,28.2,4164.86,5.42,3.49,Male,Salesperson,Los Angeles,Master or Higher,2,3,2,10,0,False,True,True,0
USER_006009,48.2,5939.82,5.6,3.76,Male,Salesperson,New York,Bachelor Degree,8,4,2,6,0,True,True,False,0
USER_006010,26.4,4540.91,16.16,7.84,Female,Manager,Other City,Associate Degree,5,3,3,6,1,False,False,False,1
USER_006011,49.2,8207.27,12.97,3.96,,Doctor,Other City,Bachelor Degree,2,7,5,3,1,False,False,False,1
USER_006012,51.2,7922.08,17.42,7.48,Female,Civil Servant,San Antonio,Bachelor Degree,3,11,3,4,0,False,False,True,1
USER_006013,18.0,2783.21,1.55,6.58,Female,Other,Philadelphia,Bachelor Degree,1,3,3,10,0,True,False,False,0
USER_006014,35.9,4815.88,0.18,3.15,Female,Engineer,San Antonio,Bachelor Degree,4,4,2,6,0,False,False,False,0
USER_006015,31.0,5828.55,14.6,3.43,Male,Engineer,New York,High School or Below,7,9,2,7,0,True,False,True,1
USER_006016,18.0,3246.46,2.44,2.63,Female,Student,New York,High School or Below,7,8,1,4,0,False,False,True,0
USER_006017,20.6,3173.44,1.18,5.14,Female,Student,Other City,Master or Higher,1,5,3,1,0,False,False,False,0
USER_006018,42.7,5942.77,0.27,4.13,,Civil Servant,Phoenix,Associate Degree,8,2,1,10,1,True,False,True,0
USER_006019,55.2,6191.33,7.04,3.57,Female,Salesperson,New York,Associate Degree,6,7,4,7,0,True,True,True,0
USER_006020,44.0,4535.08,8.75,1.26,Female,Doctor,Chicago,Associate Degree,5,4,2,4,0,False,True,False,0
USER_006021,38.2,6311.13,10.46,5.14,Male,Engineer,Phoenix,Bachelor Degree,3,9,4,10,1,True,False,False,1
USER_006022,34.8,8122.66,18.82,5.66,Female,Corporate Employee,Phoenix,Bachelor Degree,7,8,5,10,1,True,False,False,1
USER_006023,51.8,7335.97,2.69,2.11,Male,Doctor,Houston,Associate Degree,4,3,3,1,0,False,False,False,0
USER_006024,56.5,8063.38,15.14,2.2,Male,Doctor,New York,Bachelor Degree,1,4,2,2,0,True,True,True,0
USER_006025,29.1,5392.71,20.43,4.52,Male,Corporate Employee,Los Angeles,High School or Below,1,7,1,10,0,False,False,False,0
USER_006026,18.0,4533.68,16.51,6.23,Female,Student,New York,Associate Degree,5,10,2,5,1,True,False,True,1
USER_006027,18.0,3295.81,1.48,3.11,Male,Student,Chicago,Bachelor Degree,7,1,1,1,0,True,False,False,0
USER_006028,48.2,8095.84,10.28,4.63,Male,Corporate Employee,Los Angeles,Master or Higher,8,8,4,8,1,False,False,True,1
USER_006029,34.5,5309.54,3.8,2.81,Male,Doctor,Philadelphia,Bachelor Degree,3,6,1,1,1,False,False,True,0
USER_006030,36.8,4590.83,1.99,5.1,Male,Corporate Employee,Philadelphia,Associate Degree,7,5,3,7,1,False,True,False,0
USER_006031,18.0,3092.97,8.54,4.19,Female,Student,Chicago,Bachelor Degree,8,4,3,4,1,False,False,False,0
USER_006032,27.5,6022.27,21.12,5.41,Female,Corporate Employee,New York,Associate Degree,3,5,2,9,1,False,False,False,1
USER_006033,32.0,4932.26,21.27,6.31,Female,Corporate Employee,Other City,Bachelor Degree,4,6,3,3,0,False,False,False,0
USER_006034,37.1,5565.72,2.05,1.68,Male,Corporate Employee,Other City,Associate Degree,4,6,2,4,0,False,False,True,0
USER_006035,31.0,4393.67,1.58,0.75,Male,Freelancer,Houston,Bachelor Degree,2,4,1,3,0,True,False,False,0
USER_006036,24.6,5783.99,8.88,0.3,Female,Other,New York,Bachelor Degree,8,11,1,4,1,False,True,False,1
USER_006037,27.2,6145.9,8.24,6.1,Female,Engineer,Los Angeles,Bachelor Degree,8,10,5,10,1,False,False,True,1
USER_006038,47.1,7556.55,0.97,6.12,Male,Freelancer,Houston,Bachelor Degree,5,5,3,3,0,False,False,True,0
USER_006039,37.4,,9.67,7.97,Female,Engineer,San Diego,Master or Higher,5,8,1,5,1,False,True,True,1
USER_006040,41.1,4340.32,2.48,1.82,Male,Manager,San Diego,High School or Below,5,7,3,2,0,False,False,False,0
USER_006041,26.0,4473.68,0.58,1.43,Female,Other,Phoenix,Associate Degree,8,4,1,5,0,True,False,False,0
USER_006042,18.0,3269.78,8.58,0.1,Female,Student,Phoenix,Bachelor Degree,6,4,1,7,0,False,True,True,0
USER_006043,29.8,4442.75,4.83,1.67,Male,Student,Chicago,Associate Degree,6,1,4,1,0,False,False,False,0
USER_006044,26.3,6497.5,12.13,2.81,Male,Freelancer,Los Angeles,Bachelor Degree,4,11,3,5,1,False,True,False,1
USER_006045,38.5,7263.99,11.94,7.51,Male,Manager,New York,Associate Degree,6,8,1,7,1,True,False,True,1
USER_006046,67.9,7430.72,1.71,3.34,,Corporate Employee,Other City,Bachelor Degree,5,3,2,2,0,False,True,False,0
USER_006047,42.0,6028.81,13.87,3.14,Female,Doctor,Other City,Associate Degree,6,3,4,2,0,False,False,True,0
USER_006048,62.4,9460.89,9.32,3.59,Female,Other,Los Angeles,Bachelor Degree,3,10,3,8,0,False,False,False,1
USER_006049,40.7,6822.42,13.52,2.29,Female,Civil Servant,San Diego,Bachelor Degree,1,11,3,9,1,False,True,False,1
USER_006050,28.7,4760.36,1.46,0.42,Male,Student,Chicago,Bachelor Degree,1,3,2,2,0,False,False,True,0
USER_006051,38.5,7701.03,30.84,2.96,Female,Doctor,Los Angeles,Bachelor Degree,4,5,1,7,1,False,True,False,1
USER_006052,52.8,6694.77,12.13,4.57,Male,Engineer,Phoenix,Associate Degree,2,1,2,2,0,False,False,False,0
USER_006053,53.3,8247.12,1.54,0.22,Female,Salesperson,Los Angeles,Bachelor Degree,1,11,3,2,0,False,True,False,0
USER_006054,29.2,7446.83,29.9,6.08,Male,Engineer,San Antonio,Master or Higher,2,11,5,4,1,False,True,True,1
USER_006055,37.5,5951.86,4.92,9.0,Female,Corporate Employee,Philadelphia,Bachelor Degree,4,10,3,5,0,False,True,False,0
USER_006056,20.7,5836.37,6.52,2.17,Male,Student,New York,Bachelor Degree,3,3,1,1,0,False,True,False,0
USER_006057,43.2,,1.66,3.71,Male,Corporate Employee,Houston,Bachelor Degree,6,9,1,10,1,False,True,False,0
USER_006058,50.5,7785.2,9.22,5.1,Male,Corporate Employee,Houston,Bachelor Degree,6,8,3,7,1,True,False,False,1
USER_006059,35.4,7600.36,17.76,2.43,Male,Engineer,Other City,Bachelor Degree,7,7,3,5,1,False,True,False,1
USER_006060,,,1.61,0.89,Male,Corporate Employee,Chicago,High School or Below,2,1,1,2,0,False,False,False,0
USER_006061,38.6,5071.93,12.48,2.05,Female,Civil Servant,New York,High School or Below,7,2,2,4,0,True,False,True,0
USER_006062,39.2,4134.08,2.28,2.92,Female,Engineer,Chicago,Associate Degree,4,6,5,9,0,False,True,False,0
USER_006063,35.8,5386.66,0.1,6.93,Male,Corporate Employee,Other City,High School or Below,7,3,4,3,0,False,False,True,0
USER_006064,36.8,3408.99,4.48,1.7,Female,Manager,Chicago,Bachelor Degree,4,5,4,8,0,False,True,True,0
USER_006065,33.3,6433.56,10.18,3.35,Female,Manager,Los Angeles,Bachelor Degree,3,9,1,9,1,True,False,False,1
USER_006066,45.0,5684.64,18.64,1.15,Male,Other,San Antonio,High School or Below,6,3,4,4,0,False,True,True,0
USER_006067,42.4,5003.96,2.44,5.39,Male,Salesperson,Chicago,High School or Below,6,6,1,1,0,False,True,True,0
USER_006068,25.2,1962.79,1.89,1.86,Female,Corporate Employee,New York,Bachelor Degree,5,4,3,9,0,False,True,False,0
USER_006069,24.9,1925.37,4.18,6.34,Male,Corporate Employee,Los Angeles,Associate Degree,6,5,1,9,0,False,True,True,0
USER_006070,32.5,5703.83,14.54,5.66,Male,Freelancer,New York,Bachelor Degree,7,8,1,5,1,False,False,True,1
USER_006071,42.4,5979.05,16.98,6.18,Male,Freelancer,New York,Bachelor Degree,3,8,2,3,0,False,False,False,0
USER_006072,36.5,5138.92,0.36,3.14,Male,Engineer,Other City,Bachelor Degree,7,2,2,6,0,False,True,False,0
USER_006073,28.6,4043.56,2.72,2.64,Male,Salesperson,New York,Associate Degree,8,4,4,6,1,False,False,True,0
USER_006074,37.6,4075.41,5.45,3.47,Female,Civil Servant,Other City,Bachelor Degree,6,9,2,4,0,False,False,True,0
USER_006075,31.7,4711.13,0.1,5.72,,Doctor,Los Angeles,Master or Higher,6,6,1,9,0,False,False,False,0
USER_006076,43.8,3780.97,3.36,3.55,Female,Corporate Employee,New York,High School or Below,4,2,2,1,0,False,False,True,0
USER_006077,38.3,2633.45,8.21,4.08,Female,Corporate Employee,Chicago,High School or Below,2,6,1,6,0,False,False,True,0
USER_006078,31.8,4136.93,0.26,3.18,Male,Other,Phoenix,High School or Below,1,3,1,5,1,False,True,True,0
USER_006079,37.3,4383.95,2.08,2.62,Female,Other,Philadelphia,Associate Degree,1,8,2,8,0,False,False,False,0
USER_006080,48.2,7033.17,2.56,4.06,Male,Civil Servant,San Antonio,Bachelor Degree,8,5,1,4,1,False,False,True,0
USER_006081,29.3,6287.98,14.3,5.49,Male,Engineer,Phoenix,High School or Below,7,8,3,3,1,False,False,False,1
USER_006082,39.0,6750.74,1.75,3.49,Male,Engineer,New York,Master or Higher,4,3,1,8,0,False,True,True,0
USER_006083,34.3,4081.78,1.41,0.58,Female,Other,Los Angeles,Bachelor Degree,2,2,4,2,0,False,False,True,0
USER_006084,39.3,5616.77,0.61,1.96,,Manager,Other City,Bachelor Degree,3,6,2,5,0,True,True,True,0
USER_006085,28.5,3797.72,27.46,3.1,Female,Engineer,Other City,Bachelor Degree,1,8,3,3,0,False,True,False,0
USER_006086,36.1,8191.72,11.19,2.36,Male,Salesperson,Houston,Master or Higher,5,8,1,4,1,False,False,True,1
USER_006087,46.1,5605.95,0.25,4.48,Male,Manager,Houston,Associate Degree,5,7,1,4,1,True,False,True,0
USER_006088,25.6,6614.41,8.4,2.66,Female,Other,Houston,Master or Higher,2,9,5,4,0,False,False,False,1
USER_006089,21.7,2292.38,0.68,1.49,Female,Salesperson,Other City,Bachelor Degree,7,3,2,3,1,False,False,True,0
USER_006090,22.1,2994.79,1.19,3.72,Male,Freelancer,San Antonio,Associate Degree,1,5,1,8,0,False,True,True,0
USER_006091,23.3,5445.96,14.74,2.26,Female,Student,Los Angeles,Bachelor Degree,7,5,5,3,1,False,False,True,1
USER_006092,41.0,6563.42,4.09,4.37,Male,Corporate Employee,Chicago,Bachelor Degree,7,3,2,10,0,False,True,True,0
USER_006093,20.9,1092.81,7.5,0.58,Female,Doctor,Phoenix,Bachelor Degree,4,6,3,7,0,True,False,True,0
USER_006094,32.0,4067.36,0.1,3.83,Male,Doctor,Other City,Bachelor Degree,5,2,1,6,0,False,False,True,0
USER_006095,41.2,6953.52,9.54,4.04,Male,Manager,Other City,Bachelor Degree,7,10,3,6,1,False,True,True,1
USER_006096,,,2.6,3.28,Male,Teacher,Chicago,High School or Below,7,7,4,5,1,False,False,True,0
USER_006097,31.1,5845.96,10.8,4.5,Male,Engineer,New York,Associate Degree,7,11,3,7,1,False,False,False,1
USER_006098,36.9,3349.33,0.28,1.5,,Manager,Other City,High School or Below,4,4,3,4,0,False,False,False,0
USER_006099,36.1,4479.34,11.58,0.35,Female,Engineer,San Antonio,Associate Degree,2,8,4,6,1,True,True,False,1
USER_006100,32.8,4217.69,1.69,0.52,Female,Doctor,New York,High School or Below,4,1,4,10,0,False,True,True,0
USER_006101,32.9,6193.85,9.06,1.61,Male,Engineer,New York,Bachelor Degree,2,3,1,5,1,False,False,True,1
USER_006102,57.4,6695.05,5.56,1.76,Male,Doctor,Chicago,Associate Degree,2,2,2,10,0,True,False,False,0
USER_006103,43.1,7762.86,8.44,6.27,Female,Corporate Employee,Phoenix,Bachelor Degree,8,4,3,6,1,True,False,False,1
USER_006104,59.8,6300.6,10.09,6.25,Female,Corporate Employee,Los Angeles,High School or Below,6,4,2,10,0,False,False,True,0
USER_006105,30.0,5990.86,11.5,5.27,Male,Salesperson,Philadelphia,High School or Below,6,6,2,4,1,False,False,False,0
USER_006106,34.2,4586.71,1.97,4.6,Female,Corporate Employee,Phoenix,Bachelor Degree,6,6,3,9,0,False,False,False,0
USER_006107,21.7,4656.43,21.68,6.25,Male,Student,Chicago,Associate Degree,8,3,2,10,0,True,True,True,0
USER_006108,26.9,2210.1,2.56,5.33,Female,Doctor,Los Angeles,Master or Higher,4,3,3,6,1,False,False,False,0
USER_006109,54.0,,24.39,8.68,Male,Engineer,Chicago,Bachelor Degree,7,7,4,10,0,False,True,True,1
USER_006110,29.8,6866.31,29.67,5.42,Male,Corporate Employee,Los Angeles,Bachelor Degree,4,8,1,10,1,False,False,False,1
USER_006111,54.2,6393.44,8.77,4.1,Male,Manager,San Diego,Associate Degree,4,10,3,5,0,True,True,False,0
USER_006112,22.6,4386.82,8.67,2.37,Male,Engineer,Houston,Bachelor Degree,3,10,2,10,1,False,False,True,1
USER_006113,24.5,1811.37,4.39,0.3,,Student,Other City,Associate Degree,1,7,3,7,1,False,False,True,0
USER_006114,31.6,5093.2,6.58,4.54,Male,Corporate Employee,Houston,Bachelor Degree,7,5,4,5,0,False,True,True,0
USER_006115,34.4,7291.6,8.4,2.78,Unknown,Engineer,Other City,Associate Degree,8,9,4,9,1,False,True,True,1
USER_006116,44.2,5863.32,11.2,3.09,Male,Corporate Employee,Houston,Bachelor Degree,2,3,3,10,0,False,False,True,0
USER_006117,39.5,6654.09,17.55,8.52,Male,Engineer,New York,Bachelor Degree,3,7,1,2,1,False,False,True,1
USER_006118,30.8,3166.91,13.58,2.98,Male,Corporate Employee,Chicago,Bachelor Degree,7,2,5,6,0,False,False,True,0
USER_006119,33.7,4517.02,3.61,4.03,Female,Corporate Employee,Los Angeles,Bachelor Degree,4,4,2,9,0,False,True,False,0
USER_006120,31.8,3064.68,1.96,2.43,Female,Manager,Chicago,Associate Degree,3,4,4,10,1,False,True,False,0
USER_006121,25.9,3038.42,3.53,5.0,Female,Engineer,Other City,Associate Degree,3,8,2,4,0,False,True,True,0
USER_006122,26.1,5071.25,6.53,4.36,Male,Engineer,Other City,Bachelor Degree,4,2,1,10,0,True,False,True,0
USER_006123,45.3,5879.16,10.69,6.41,Male,Salesperson,Other City,Master or Higher,3,9,2,10,1,False,False,True,1
USER_006124,18.0,5677.53,10.17,6.6,Male,Corporate Employee,San Diego,Bachelor Degree,6,8,2,5,1,False,False,True,1
USER_006125,51.2,9814.2,8.4,4.01,Male,Doctor,Houston,Master or Higher,8,5,3,9,1,False,False,True,1
USER_006126,31.6,5176.26,2.96,8.19,Female,Manager,Philadelphia,Bachelor Degree,3,4,3,1,0,False,False,False,0
USER_006127,27.3,4328.21,2.5,2.56,Male,Corporate Employee,Other City,Associate Degree,6,12,5,1,0,False,False,False,0
USER_006128,42.4,4976.43,5.44,2.5,Female,Civil Servant,Other City,Master or Higher,3,4,2,8,0,True,False,True,0
USER_006129,49.9,5544.11,2.89,1.36,Male,Doctor,Philadelphia,Bachelor Degree,5,10,1,7,0,False,True,False,0
USER_006130,46.2,3571.87,0.1,3.01,Female,Other,Houston,Bachelor Degree,6,2,1,1,1,False,True,False,0
USER_006131,40.0,7237.01,11.31,5.43,Male,Civil Servant,Los Angeles,Master or Higher,3,10,1,10,1,True,True,False,1
USER_006132,45.9,5387.76,7.43,2.63,,Manager,Los Angeles,Associate Degree,7,4,3,1,1,False,False,False,0
USER_006133,18.0,2301.97,14.53,5.63,Male,Corporate Employee,Los Angeles,Bachelor Degree,6,8,1,5,0,True,False,True,0
USER_006134,29.8,4159.92,1.07,3.59,Male,Corporate Employee,Philadelphia,High School or Below,6,6,4,3,0,False,False,True,0
USER_006135,25.9,3852.37,2.75,4.83,,Student,Houston,Associate Degree,6,8,2,9,0,True,False,False,0
USER_006136,47.2,5284.44,9.4,0.1,Male,Teacher,Other City,High School or Below,1,4,2,1,1,False,False,True,0
USER_006137,31.2,7933.08,8.22,4.51,Female,Freelancer,San Antonio,Master or Higher,7,3,4,8,1,False,True,True,1
USER_006138,43.5,6280.6,2.15,4.13,Male,Teacher,Chicago,Bachelor Degree,5,7,5,7,0,False,True,True,0
USER_006139,,,12.47,3.0,Unknown,Salesperson,San Diego,Bachelor Degree,1,10,3,2,0,False,False,True,1
USER_006140,26.4,3736.7,2.1,1.14,Male,Civil Servant,Houston,Master or Higher,4,4,1,2,0,False,False,False,0
USER_006141,29.1,4621.24,3.36,2.99,Male,Teacher,Other City,Associate Degree,6,2,4,3,0,False,True,True,0
USER_006142,47.9,5094.3,13.99,2.95,Male,Teacher,Other City,Bachelor Degree,6,4,1,1,0,True,False,True,0
USER_006143,27.2,6586.26,8.12,3.91,Female,Student,Chicago,Master or Higher,7,6,3,10,1,True,False,True,1
USER_006144,36.2,6615.6,8.41,4.56,Male,Manager,San Diego,Bachelor Degree,6,8,5,10,1,False,False,True,1
USER_006145,27.2,2898.02,1.1,4.86,Male,Engineer,Chicago,Associate Degree,2,4,1,1,1,False,True,False,0
USER_006146,31.9,4367.23,2.43,2.2,Male,Corporate Employee,Los Angeles,Bachelor Degree,6,9,1,10,0,False,False,False,0
USER_006147,34.5,,3.18,0.39,Female,Corporate Employee,Phoenix,Bachelor Degree,1,5,3,7,0,False,True,True,0
USER_006148,27.2,6243.07,0.19,2.92,Male,Manager,New York,Bachelor Degree,5,5,2,6,0,True,True,False,0
USER_006149,25.4,6175.39,18.71,4.02,,Freelancer,Chicago,Associate Degree,8,10,2,10,1,True,False,True,1
USER_006150,37.9,6569.72,7.11,5.02,Female,Engineer,Other City,High School or Below,4,3,2,3,1,False,True,True,0
USER_006151,26.6,4991.29,1.56,6.13,Male,Corporate Employee,Houston,Master or Higher,8,5,4,10,0,False,True,True,0
USER_006152,26.9,3927.78,1.48,0.89,Female,Teacher,Other City,Bachelor Degree,6,5,1,4,0,False,False,True,0
USER_006153,25.6,3316.28,0.13,3.87,Male,Corporate Employee,Other City,Bachelor Degree,8,4,3,1,0,True,True,True,0
USER_006154,34.2,2879.77,2.55,0.1,Female,Manager,Phoenix,Associate Degree,1,2,2,2,0,True,False,False,0
USER_006155,44.4,4769.06,1.47,4.41,Unknown,Freelancer,Other City,Master or Higher,2,3,1,3,0,False,True,True,0
USER_006156,,,12.82,5.77,Male,Manager,Chicago,Bachelor Degree,2,6,4,10,1,False,False,True,1
USER_006157,27.7,5667.87,11.97,5.25,Female,Engineer,Other City,Bachelor Degree,1,7,3,10,1,False,False,False,1
USER_006158,56.5,7225.82,15.75,2.97,Female,Civil Servant,Other City,Associate Degree,6,4,1,9,0,False,False,False,0
USER_006159,25.0,3669.72,15.93,3.04,Male,Corporate Employee,Los Angeles,Associate Degree,3,9,3,10,1,False,False,False,1
USER_006160,45.8,,0.42,1.33,Female,Civil Servant,New York,Associate Degree,1,10,2,8,0,False,True,False,0
USER_006161,27.8,,6.09,1.08,Female,Salesperson,Philadelphia,High School or Below,7,5,2,3,0,True,True,True,0
USER_006162,26.3,2054.24,0.57,3.5,Male,Manager,Other City,Associate Degree,4,5,2,6,0,False,False,False,0
USER_006163,27.6,4331.56,1.95,0.1,,Freelancer,Other City,Bachelor Degree,6,3,2,6,0,False,False,True,0
USER_006164,34.5,5993.53,4.05,0.1,Female,Corporate Employee,Chicago,Bachelor Degree,6,3,1,8,1,False,False,True,0
USER_006165,40.8,6960.09,3.42,5.93,Male,Freelancer,Phoenix,Bachelor Degree,1,8,2,8,0,False,False,True,0
USER_006166,41.7,4866.5,5.91,3.38,Male,Doctor,Other City,Associate Degree,1,3,3,10,0,True,False,True,0
USER_006167,25.6,6539.93,16.3,2.02,Female,Corporate Employee,Other City,Bachelor Degree,1,4,4,4,0,False,True,False,1
USER_006168,25.1,5139.79,8.84,4.92,Male,Corporate Employee,Houston,High School or Below,1,4,1,8,0,False,True,True,0
USER_006169,25.8,4181.38,0.3,1.25,Male,Engineer,New York,High School or Below,5,5,1,6,0,False,False,True,0
USER_006170,33.9,5875.08,5.13,1.73,Male,Student,New York,Associate Degree,7,6,1,3,0,False,True,False,0
USER_006171,32.9,4454.14,16.27,3.01,Female,Doctor,Houston,Bachelor Degree,7,2,2,7,0,False,False,False,0
USER_006172,25.5,4144.31,7.03,0.31,Male,Corporate Employee,Other City,High School or Below,2,1,1,1,0,False,True,True,0
USER_006173,37.7,6348.39,11.67,6.19,Male,Corporate Employee,Houston,Bachelor Degree,2,11,1,10,0,True,False,True,1
USER_006174,57.6,6795.4,32.65,1.8,Male,Corporate Employee,Chicago,Bachelor Degree,3,5,2,3,0,False,False,True,0
USER_006175,30.0,4633.72,0.22,0.1,Female,Engineer,Houston,Master or Higher,7,3,1,10,0,False,True,True,0
USER_006176,30.7,3573.38,0.46,3.72,Male,Corporate Employee,Los Angeles,Master or Higher,5,4,1,5,0,False,True,False,0
USER_006177,40.6,5036.41,7.31,5.67,,Corporate Employee,San Diego,Associate Degree,2,11,1,6,0,True,False,True,0
USER_006178,29.4,4900.87,3.99,5.51,Male,Other,Houston,High School or Below,5,7,3,2,1,False,True,False,0
USER_006179,41.7,7422.56,0.66,0.45,Male,Teacher,Houston,Associate Degree,1,5,1,10,0,False,False,False,0
USER_006180,27.8,1930.56,2.35,3.98,Female,Civil Servant,Phoenix,High School or Below,1,7,2,4,0,False,True,False,0
