age,gender_cd,residence_pr_cd,occ_cd,crdt_lim_yx,pril_bal,lim_use_ratio,total_loan_cnt,total_loan_amt,apply_cnt,wdraw_cnt,wdraw_success_rate,if_bj_10_yn,if_bj_30_yn,reject_freq,push_cnt,sms_charge_cnt,is_coupon_issue,cust_recv_time,touch_time,target
41,2,11,101,9247,1366,0.14772358602790095,8,8961,2,0,0.0,N,N,0,0,7,N,2024-12-18 21:58:44.278496,2024-12-19 01:58:44.278496,0
46,1,32,104,46988,41979,0.8933983144632672,7,27140,2,2,1.0,N,Y,1,1,0,N,2025-04-25 21:58:44.278498,2025-04-26 07:58:44.278498,0
63,2,31,104,26698,22837,0.8553824256498614,4,13031,4,1,0.25,N,N,0,2,2,N,2025-01-26 21:58:44.278501,2025-01-28 11:58:44.278501,0
48,1,32,102,24738,14997,0.6062333252486054,2,16128,4,0,0.0,N,N,0,1,6,Y,2025-01-16 21:58:44.278503,2025-01-17 05:58:44.278503,0
52,2,45,102,15703,6671,0.4248232821753805,9,82199,0,0,0.0,N,N,0,3,0,Y,2025-03-07 21:58:44.278505,2025-03-10 12:58:44.278505,0
50,2,31,102,22570,12271,0.5436863092600798,8,29561,1,0,0.0,N,N,0,1,0,N,2024-10-03 21:58:44.278508,2024-10-05 04:58:44.278508,0
38,2,45,103,17392,8876,0.5103495860165593,5,44813,1,1,1.0,N,N,0,3,4,N,2024-10-29 21:58:44.278510,2024-11-01 15:58:44.278510,0
49,1,31,101,49724,2887,0.05806049392647414,4,8766,3,1,0.3333333333333333,N,N,0,3,8,Y,2024-08-02 21:58:44.278513,2024-08-05 08:58:44.278513,0
40,2,44,101,37299,36854,0.9880693852382101,2,18812,4,1,0.25,N,N,0,2,5,N,2024-10-09 21:58:44.278515,2024-10-11 18:58:44.278515,0
50,1,11,101,20641,18645,0.9032992587568431,5,38146,2,2,1.0,N,N,0,1,9,N,2024-09-28 21:58:44.278517,2024-09-30 23:58:44.278517,0
20,1,11,102,18998,4180,0.22002316033266658,2,8529,2,0,0.0,N,Y,1,1,1,N,2024-10-22 21:58:44.278520,,0
35,2,45,101,11305,2841,0.2513047324192835,9,87394,3,3,1.0,N,N,0,4,8,Y,2024-08-03 21:58:44.278522,2024-08-04 09:58:44.278522,1
42,2,11,103,37726,28756,0.7622329427980703,5,4071,1,1,1.0,N,N,0,4,5,Y,2025-01-02 21:58:44.278524,2025-01-04 22:58:44.278524,0
59,2,45,104,23782,6040,0.253973593474056,3,17939,2,2,1.0,N,N,0,0,4,N,2025-06-23 21:58:44.278527,2025-06-26 01:58:44.278527,1
48,2,45,102,17721,10304,0.5814570283844027,1,9547,1,0,0.0,N,N,0,3,4,N,2025-02-27 21:58:44.278529,,0
20,1,45,103,44763,30341,0.677814266246677,7,51715,3,1,0.3333333333333333,N,N,0,2,2,N,2024-12-07 21:58:44.278532,2024-12-10 13:58:44.278532,0
57,1,11,102,17427,4758,0.27302461697366154,3,12692,1,0,0.0,N,N,0,4,5,N,2025-06-28 21:58:44.278534,2025-06-29 23:58:44.278534,0
63,2,45,104,25566,17010,0.6653367754048345,8,67576,1,1,1.0,N,N,0,1,3,N,2024-11-13 21:58:44.278536,2024-11-16 11:58:44.278536,0
41,1,11,104,7230,4159,0.5752420470262793,6,3686,1,1,1.0,Y,N,1,0,9,Y,2024-08-24 21:58:44.278539,2024-08-25 21:58:44.278539,0
49,1,45,104,11511,5014,0.4355833550516897,1,3553,2,0,0.0,N,Y,1,2,1,N,2024-12-29 21:58:44.278541,,0
64,1,32,104,47229,1375,0.029113468419826802,3,2779,0,0,0.0,N,N,0,1,2,N,2025-03-25 21:58:44.278543,2025-03-26 05:58:44.278543,0
39,1,45,101,31177,1181,0.03788048882188793,4,14186,4,4,1.0,N,N,0,1,8,N,2025-01-10 21:58:44.278546,,1
40,1,31,104,9765,5708,0.5845366103430619,2,17459,1,0,0.0,N,N,0,3,8,N,2025-06-22 21:58:44.278548,,0
19,1,45,104,25354,490,0.01932633903920486,8,6057,1,0,0.0,N,Y,1,3,5,N,2025-05-25 21:58:44.278550,,0
44,1,44,101,28929,3729,0.1289017940474956,4,19733,1,0,0.0,N,N,0,4,9,N,2025-01-29 21:58:44.278552,2025-02-01 17:58:44.278552,0
59,1,45,104,33820,5974,0.17664104080425783,1,3773,0,0,0.0,Y,N,1,4,9,N,2025-07-07 21:58:44.278555,2025-07-10 12:58:44.278555,0
19,2,31,101,34523,19680,0.5700547461112881,2,3262,3,0,0.0,N,N,0,1,8,N,2025-06-21 21:58:44.278557,2025-06-22 02:58:44.278557,0
43,1,31,103,10552,1940,0.18385140257771038,8,20613,2,2,1.0,N,N,0,1,3,N,2024-08-02 21:58:44.278559,2024-08-05 19:58:44.278559,1
34,1,11,101,5627,4408,0.7833659143415674,6,44076,0,0,0.0,N,Y,1,4,4,Y,2025-04-26 21:58:44.278562,2025-04-28 07:58:44.278562,0
57,2,32,102,16989,1882,0.11077756195185119,1,1392,1,1,1.0,N,N,0,4,9,N,2024-10-01 21:58:44.278564,,1
50,1,45,103,18780,2987,0.15905218317358893,8,6188,0,0,0.0,Y,N,1,1,5,Y,2025-06-10 21:58:44.278566,2025-06-11 16:58:44.278566,0
26,2,11,103,11589,5585,0.4819225127275865,3,9802,0,0,0.0,N,N,0,2,8,Y,2025-04-22 21:58:44.278569,2025-04-24 01:58:44.278569,0
60,2,32,102,39812,3159,0.07934793529589068,8,30680,0,0,0.0,N,N,0,1,4,N,2024-08-31 21:58:44.278571,,0
56,1,45,102,33128,32626,0.984846655397247,1,6057,3,1,0.3333333333333333,N,N,0,2,7,Y,2025-02-12 21:58:44.278574,2025-02-14 22:58:44.278574,0
46,1,44,104,43652,29351,0.6723861449647209,9,61119,4,3,0.75,N,N,0,2,0,Y,2024-09-13 21:58:44.278576,2024-09-15 02:58:44.278576,0
59,2,45,101,32790,17065,0.5204330588594084,3,4998,2,2,1.0,N,Y,1,1,4,N,2024-10-05 21:58:44.278578,2024-10-08 07:58:44.278578,0
43,2,31,102,45953,21638,0.47087241311775074,4,9864,3,1,0.3333333333333333,N,N,0,0,9,N,2025-01-13 21:58:44.278586,2025-01-15 00:58:44.278586,1
52,1,31,104,5249,1073,0.20441988950276244,1,7566,3,1,0.3333333333333333,N,N,0,4,0,N,2025-01-17 21:58:44.278588,2025-01-18 04:58:44.278588,0
42,2,44,104,24309,13743,0.5653461680858941,9,37445,4,4,1.0,N,N,0,3,9,Y,2025-02-25 21:58:44.278591,2025-02-28 17:58:44.278591,0
41,1,11,102,30901,18771,0.6074560693828679,0,0,3,0,0.0,N,N,0,1,5,Y,2024-12-24 21:58:44.278593,2024-12-26 15:58:44.278593,0
30,2,32,104,28576,26970,0.9437989921612542,6,6796,0,0,0.0,N,N,0,2,6,Y,2025-02-26 21:58:44.278596,2025-02-28 17:58:44.278596,0
24,1,45,104,36508,35461,0.9713213542237318,9,48218,0,0,0.0,N,N,0,1,4,N,2025-01-14 21:58:44.278598,2025-01-15 20:58:44.278598,0
53,2,31,104,14175,9562,0.6745679012345679,0,0,1,0,0.0,N,N,0,4,0,Y,2024-11-19 21:58:44.278600,,0
62,2,11,102,30464,29320,0.9624474789915967,7,40131,3,2,0.6666666666666666,N,N,0,2,5,N,2025-07-10 21:58:44.278602,2025-07-13 02:58:44.278602,0
37,2,44,101,21260,4340,0.2041392285983067,2,9123,1,1,1.0,N,N,0,3,9,N,2025-05-07 21:58:44.278605,,1
18,1,31,101,40440,34924,0.8636003956478734,9,9222,2,2,1.0,N,N,0,3,4,Y,2024-10-03 21:58:44.278607,,0
25,1,44,101,34546,16184,0.468476813523997,5,25074,0,0,0.0,N,N,0,3,5,N,2025-04-14 21:58:44.278609,,0
63,1,45,103,45047,40734,0.9042555553088996,6,47422,2,1,0.5,N,N,0,0,9,N,2025-02-11 21:58:44.278612,2025-02-13 17:58:44.278612,0
33,1,32,101,46430,2580,0.055567520999353866,9,30825,4,3,0.75,Y,N,1,2,6,N,2025-06-07 21:58:44.278614,2025-06-10 07:58:44.278614,0
31,1,31,103,6987,4391,0.6284528409904108,0,0,0,0,0.0,N,N,0,2,6,Y,2024-08-21 21:58:44.278616,2024-08-22 11:58:44.278616,0
29,2,31,102,30105,2159,0.071715661850191,5,37839,2,0,0.0,N,N,0,0,1,N,2024-09-20 21:58:44.278619,2024-09-21 23:58:44.278619,0
40,1,45,101,17948,16172,0.9010474704702474,6,42576,4,2,0.5,N,Y,1,2,2,N,2024-10-22 21:58:44.278621,2024-10-24 07:58:44.278621,0
32,1,11,104,18026,13900,0.7711083989792522,5,3786,2,2,1.0,N,Y,1,0,5,N,2025-02-13 21:58:44.278623,2025-02-14 10:58:44.278623,0
45,2,32,102,7773,3248,0.41785668339122606,3,24553,4,0,0.0,N,N,0,1,2,Y,2024-10-16 21:58:44.278626,2024-10-17 20:58:44.278626,0
51,2,31,101,14878,14678,0.9865573329748623,0,0,4,2,0.5,N,N,0,4,1,N,2025-02-14 21:58:44.278628,2025-02-16 02:58:44.278628,0
19,2,32,104,47946,47204,0.9845242564551787,8,26988,0,0,0.0,N,N,0,3,3,N,2025-05-26 21:58:44.278630,2025-05-27 23:58:44.278630,0
49,2,31,101,15377,12021,0.7817519672237758,3,3739,1,0,0.0,N,N,0,0,4,N,2025-01-20 21:58:44.278633,2025-01-20 22:58:44.278633,0
40,1,32,103,12347,6772,0.548473313355471,6,34708,4,1,0.25,N,N,0,0,9,N,2024-11-20 21:58:44.278635,,0
39,1,44,104,38776,1627,0.04195894367650093,6,34108,4,4,1.0,N,N,0,0,8,Y,2025-03-03 21:58:44.278637,2025-03-06 08:58:44.278637,1
42,2,31,102,8783,8219,0.9357850392804281,1,8422,0,0,0.0,N,N,0,1,2,Y,2024-11-05 21:58:44.278640,2024-11-07 22:58:44.278640,0
39,2,32,104,9298,7080,0.7614540761454076,0,0,1,0,0.0,N,N,0,0,2,N,2024-12-06 21:58:44.278642,2024-12-08 10:58:44.278642,0
39,1,11,102,9668,1985,0.2053165080678527,7,37901,3,1,0.3333333333333333,N,N,0,4,5,Y,2025-01-19 21:58:44.278644,,0
59,2,44,102,25671,9713,0.3783646916754314,7,18043,3,1,0.3333333333333333,N,N,0,4,4,N,2025-01-17 21:58:44.278646,2025-01-20 18:58:44.278646,0
23,1,44,101,39820,8488,0.2131592164741336,6,11225,1,1,1.0,N,N,0,3,5,Y,2024-11-01 21:58:44.278649,2024-11-02 08:58:44.278649,1
32,1,11,101,39484,34949,0.8851433492047411,7,10752,2,2,1.0,N,N,0,1,6,N,2024-11-17 21:58:44.278651,2024-11-18 20:58:44.278651,0
60,1,32,104,38078,18981,0.4984768107568675,2,4457,0,0,0.0,N,N,0,4,2,N,2025-04-13 21:58:44.278653,2025-04-13 23:58:44.278653,0
54,1,45,102,25922,901,0.03475812051539233,1,3975,1,0,0.0,N,N,0,2,4,N,2025-01-02 21:58:44.278656,2025-01-04 20:58:44.278656,0
50,1,11,102,39028,22444,0.5750743056267296,6,10241,3,0,0.0,N,N,0,2,7,N,2025-07-04 21:58:44.278658,2025-07-05 13:58:44.278658,0
25,1,32,102,25316,9290,0.36696160530889554,7,1453,4,2,0.5,N,Y,1,2,3,N,2025-03-20 21:58:44.278660,,0
61,2,11,103,16460,2881,0.1750303766707169,0,0,3,0,0.0,N,N,0,0,9,N,2024-10-22 21:58:44.278663,2024-10-24 03:58:44.278663,0
61,1,11,101,21968,13058,0.5944100509832484,9,76432,4,4,1.0,N,N,0,0,1,Y,2025-01-28 21:58:44.278665,,1
22,1,31,102,35266,5622,0.15941700221176203,8,11976,0,0,0.0,Y,N,1,2,3,N,2025-05-07 21:58:44.278667,,0
56,2,32,103,35209,1378,0.039137720469198216,3,16872,4,3,0.75,N,N,0,3,1,N,2025-01-20 21:58:44.278670,2025-01-21 05:58:44.278670,1
21,2,45,101,29000,17632,0.608,3,1818,1,0,0.0,N,N,0,3,2,Y,2025-01-29 21:58:44.278672,2025-02-01 01:58:44.278672,0
23,2,31,101,19011,5650,0.29719636000210403,2,5868,4,2,0.5,N,Y,1,0,3,N,2025-02-09 21:58:44.278674,2025-02-12 07:58:44.278674,0
62,2,11,101,7866,4241,0.5391558606661582,5,17396,2,2,1.0,N,N,0,2,3,Y,2025-02-14 21:58:44.278677,,1
49,2,11,102,10898,6079,0.5578087722517893,0,0,1,0,0.0,N,N,0,3,9,N,2025-04-27 21:58:44.278679,2025-04-29 18:58:44.278679,0
47,1,11,104,23395,9456,0.40418892925838856,5,32634,0,0,0.0,N,N,0,0,8,Y,2025-05-22 21:58:44.278681,2025-05-24 19:58:44.278681,0
64,1,32,101,44019,7036,0.15984006906108725,1,8727,1,0,0.0,N,N,0,2,9,N,2025-07-11 21:58:44.278684,2025-07-13 10:58:44.278684,0
52,1,32,101,42707,39255,0.9191701594586368,8,34688,2,1,0.5,Y,N,1,1,5,Y,2025-03-28 21:58:44.278686,2025-03-30 19:58:44.278686,0
57,1,31,102,9006,1058,0.1174772373972907,1,5920,0,0,0.0,N,Y,1,2,8,N,2025-05-31 21:58:44.278688,2025-06-03 10:58:44.278688,0
33,1,45,103,39393,22499,0.571142081080395,6,52570,3,1,0.3333333333333333,N,N,0,2,3,N,2025-04-29 21:58:44.278691,2025-05-02 11:58:44.278691,0
30,2,31,103,15956,4248,0.2662321383805465,0,0,2,2,1.0,N,N,0,4,8,N,2024-09-05 21:58:44.278693,2024-09-07 15:58:44.278693,1
59,1,44,102,35663,4603,0.12906934357737712,6,43274,0,0,0.0,N,N,0,4,8,N,2025-06-15 21:58:44.278695,,0
47,1,11,104,11078,3553,0.32072576277306375,4,29253,4,0,0.0,N,N,0,1,5,N,2025-03-25 21:58:44.278698,2025-03-27 20:58:44.278698,0
36,1,11,103,34631,12632,0.3647598972019289,7,3017,1,0,0.0,N,N,0,1,4,Y,2025-07-15 21:58:44.278700,2025-07-16 21:58:44.278700,0
34,2,11,104,35140,30607,0.8710017074558907,3,8957,0,0,0.0,Y,N,1,2,2,N,2025-07-14 21:58:44.278702,2025-07-16 07:58:44.278702,0
36,1,31,104,46691,26337,0.5640701634147909,9,5792,1,1,1.0,N,Y,1,3,4,Y,2024-07-27 21:58:44.278705,2024-07-29 10:58:44.278705,0
45,2,31,101,8961,220,0.024550831380426293,6,56982,4,0,0.0,N,N,0,1,2,Y,2024-10-31 21:58:44.278707,2024-11-03 20:58:44.278707,0
43,1,11,101,34277,4818,0.14056072585115384,5,14237,0,0,0.0,N,Y,1,2,4,N,2025-06-06 21:58:44.278709,,0
54,1,31,101,46574,7349,0.15779190106067764,4,17251,3,2,0.6666666666666666,N,N,0,0,4,Y,2025-07-09 21:58:44.278712,2025-07-12 01:58:44.278712,1
43,1,32,102,36417,5618,0.154268610813631,3,20252,2,2,1.0,N,N,0,4,1,N,2024-09-14 21:58:44.278714,2024-09-15 10:58:44.278714,1
40,2,32,104,27484,27464,0.9992723038858973,6,11707,0,0,0.0,N,N,0,3,8,N,2025-02-23 21:58:44.278717,2025-02-23 22:58:44.278717,0
26,1,31,102,23103,9856,0.4266112626065879,4,35206,4,4,1.0,N,N,0,2,6,N,2025-04-12 21:58:44.278719,2025-04-14 15:58:44.278719,1
29,2,11,101,34345,18255,0.5315184160722085,4,29740,0,0,0.0,N,N,0,0,5,N,2024-10-15 21:58:44.278721,2024-10-18 09:58:44.278721,0
18,1,31,104,44454,24299,0.5466099788545463,0,0,1,0,0.0,N,N,0,4,4,N,2025-02-26 21:58:44.278724,2025-02-27 13:58:44.278724,0
18,1,31,102,6587,1462,0.22195233034765446,1,4543,0,0,0.0,N,N,0,0,3,N,2024-10-13 21:58:44.278726,2024-10-14 12:58:44.278726,0
64,2,31,101,47571,15905,0.3343423514325955,4,36031,3,3,1.0,N,N,0,2,7,N,2025-06-21 21:58:44.278728,,1
51,2,44,102,26031,24920,0.957320118320464,2,11161,0,0,0.0,N,N,0,1,1,Y,2025-06-05 21:58:44.278731,2025-06-06 14:58:44.278731,0
49,2,32,102,31212,16252,0.5206971677559913,1,1211,2,2,1.0,N,N,0,4,7,N,2025-03-09 21:58:44.278733,2025-03-10 03:58:44.278733,0
42,2,45,104,15350,8236,0.5365472312703583,3,26083,0,0,0.0,N,N,0,0,0,N,2024-12-14 21:58:44.278735,2024-12-16 13:58:44.278735,0
57,2,45,101,23816,7813,0.32805676855895194,3,23543,1,1,1.0,N,N,0,1,9,N,2025-04-15 21:58:44.278738,,1
62,2,44,101,25288,2068,0.08177791838025941,3,14809,0,0,0.0,N,N,0,3,0,N,2025-07-10 21:58:44.278740,2025-07-11 10:58:44.278740,0
18,2,31,102,34432,5753,0.16708294609665428,3,8027,3,2,0.6666666666666666,N,N,0,2,2,N,2025-04-23 21:58:44.278742,2025-04-25 23:58:44.278742,1
33,2,44,101,49222,40005,0.812746332940555,2,1331,4,1,0.25,N,N,0,2,4,Y,2024-08-07 21:58:44.278745,2024-08-08 09:58:44.278745,0
56,2,44,103,11837,7016,0.5927177494297542,6,24244,0,0,0.0,N,N,0,4,5,Y,2025-03-02 21:58:44.278747,2025-03-04 23:58:44.278747,0
22,2,11,102,39217,6191,0.15786521151541424,8,58196,0,0,0.0,N,N,0,0,3,Y,2024-11-14 21:58:44.278749,2024-11-16 05:58:44.278749,0
39,2,32,102,25884,17898,0.6914696337505795,4,9169,2,2,1.0,N,N,0,3,6,Y,2025-06-27 21:58:44.278752,2025-06-28 14:58:44.278752,0
46,1,45,104,10454,2598,0.24851731394681462,3,26126,3,0,0.0,Y,N,1,4,6,Y,2024-10-26 21:58:44.278754,2024-10-27 21:58:44.278754,0
20,2,31,103,14424,1001,0.06939822518025512,1,6720,4,0,0.0,N,N,0,4,1,N,2025-02-20 21:58:44.278757,2025-02-22 23:58:44.278757,0
29,2,45,101,41885,23283,0.5558791930285305,1,1727,1,0,0.0,N,N,0,0,1,N,2025-01-15 21:58:44.278759,2025-01-17 06:58:44.278759,0
43,1,45,103,46637,21435,0.4596136115101743,4,22359,0,0,0.0,N,N,0,3,1,N,2024-12-03 21:58:44.278761,2024-12-05 00:58:44.278761,0
33,2,32,104,48618,27223,0.5599366489777449,6,44822,4,1,0.25,N,N,0,0,1,Y,2024-09-29 21:58:44.278764,2024-10-02 08:58:44.278764,0
54,1,45,103,23412,4476,0.1911840082009226,9,89534,1,1,1.0,N,N,0,2,8,N,2025-06-12 21:58:44.278766,,1
39,1,45,101,44613,30024,0.6729876941698608,9,11929,3,2,0.6666666666666666,N,N,0,1,4,N,2024-11-14 21:58:44.278768,2024-11-15 22:58:44.278768,1
46,2,44,104,25142,16862,0.6706705910428764,8,61091,3,0,0.0,N,N,0,2,7,N,2025-05-06 21:58:44.278771,2025-05-09 15:58:44.278771,0
31,1,32,102,42392,30734,0.7249952821287036,6,15842,4,3,0.75,N,N,0,2,4,N,2025-02-18 21:58:44.278773,,1
45,2,11,101,13848,515,0.0371894858463316,4,24519,1,0,0.0,N,N,0,4,4,N,2025-07-17 21:58:44.278775,2025-07-18 10:58:44.278775,0
22,2,31,101,18136,12478,0.6880238200264667,9,18393,3,0,0.0,Y,N,1,2,0,N,2025-05-10 21:58:44.278777,2025-05-11 11:58:44.278777,0
64,1,45,101,5589,1191,0.21309715512614064,9,35318,4,2,0.5,N,N,0,3,5,N,2024-09-28 21:58:44.278780,2024-09-30 07:58:44.278780,0
47,1,31,104,25908,10860,0.4191755442334414,9,75531,3,0,0.0,N,N,0,2,3,Y,2024-11-30 21:58:44.278782,2024-12-01 22:58:44.278782,0
63,1,11,101,11509,6297,0.5471370231992354,5,29656,3,3,1.0,N,N,0,3,2,N,2024-12-19 21:58:44.278785,,1
22,2,31,101,45461,27856,0.61274499021139,2,16166,3,1,0.3333333333333333,N,N,0,0,5,Y,2025-05-07 21:58:44.278787,,0
29,2,11,104,47222,8334,0.17648553640252423,4,16567,2,2,1.0,N,N,0,4,1,N,2024-07-20 21:58:44.278789,2024-07-21 06:58:44.278789,1
33,2,44,102,49476,24162,0.48835799175357747,7,29840,1,1,1.0,N,Y,1,3,7,N,2025-04-13 21:58:44.278792,,0
43,1,45,101,14968,6008,0.40138963121325494,0,0,4,2,0.5,N,N,0,2,0,Y,2025-04-25 21:58:44.278794,2025-04-28 02:58:44.278794,0
43,2,11,101,7462,5188,0.6952559635486465,0,0,4,4,1.0,N,N,0,4,8,Y,2024-12-02 21:58:44.278796,2024-12-04 11:58:44.278796,0
38,1,31,101,14460,3332,0.23042876901798062,6,53553,1,0,0.0,N,N,0,4,7,Y,2024-09-22 21:58:44.278799,,0
56,2,45,101,38783,787,0.020292396152953612,4,24831,1,1,1.0,Y,N,1,3,0,Y,2024-11-24 21:58:44.278801,2024-11-27 16:58:44.278801,0
53,1,44,103,14275,6222,0.43586690017513136,4,14265,1,1,1.0,N,N,0,3,9,Y,2024-09-28 21:58:44.278803,2024-09-29 13:58:44.278803,1
50,2,45,101,33677,9873,0.2931674436559076,0,0,1,1,1.0,N,N,0,1,8,Y,2024-12-08 21:58:44.278806,2024-12-11 07:58:44.278806,0
47,1,11,101,18269,17006,0.9308664951557283,8,6424,0,0,0.0,N,N,0,1,1,Y,2024-12-07 21:58:44.278808,2024-12-08 07:58:44.278808,0
54,2,44,104,5406,3841,0.7105068442471328,0,0,4,4,1.0,N,N,0,4,2,Y,2024-10-10 21:58:44.278810,,1
40,1,31,103,12384,3676,0.2968346253229974,4,21625,0,0,0.0,N,N,0,1,1,N,2024-12-09 21:58:44.278813,2024-12-11 05:58:44.278813,0
27,2,44,102,27553,2572,0.09334736689289733,9,80622,3,3,1.0,N,N,0,2,7,N,2024-12-14 21:58:44.278815,,1
22,2,44,102,29366,6915,0.2354764012803923,8,30187,3,1,0.3333333333333333,N,Y,1,0,1,Y,2024-11-29 21:58:44.278817,2024-12-01 02:58:44.278817,0
53,1,32,102,49036,5033,0.10263887755934416,3,4161,4,3,0.75,N,N,0,4,9,N,2025-01-30 21:58:44.278819,2025-01-31 18:58:44.278819,1
51,2,44,102,22369,7788,0.3481604005543386,7,62892,3,0,0.0,N,Y,1,0,1,N,2024-08-23 21:58:44.278822,2024-08-26 15:58:44.278822,0
48,2,44,102,16795,15689,0.9341470675796368,5,21539,1,1,1.0,N,Y,1,1,0,N,2025-06-06 21:58:44.278824,2025-06-08 01:58:44.278824,0
27,1,45,102,9485,5214,0.5497100685292567,2,10215,0,0,0.0,N,N,0,3,6,Y,2024-11-02 21:58:44.278827,2024-11-04 04:58:44.278827,0
36,1,31,104,46669,37480,0.8031027020077568,3,7617,1,0,0.0,N,N,0,4,1,N,2025-01-03 21:58:44.278829,,0
49,2,45,101,7618,5127,0.6730112890522447,1,6660,3,0,0.0,N,N,0,1,9,N,2025-04-13 21:58:44.278831,2025-04-15 19:58:44.278831,0
18,1,45,104,35143,66,0.0018780411461742025,0,0,0,0,0.0,N,N,0,2,4,N,2024-09-04 21:58:44.278834,2024-09-06 15:58:44.278834,0
22,1,11,101,34425,7533,0.2188235294117647,7,26008,1,1,1.0,N,N,0,4,4,N,2025-07-04 21:58:44.278836,,1
62,1,45,104,27673,15103,0.545766631734904,0,0,4,0,0.0,N,N,0,4,2,N,2025-03-27 21:58:44.278838,,0
21,2,32,103,14603,4616,0.31609943162363896,0,0,1,1,1.0,N,N,0,3,2,N,2025-05-02 21:58:44.278841,2025-05-03 00:58:44.278841,0
33,1,32,104,44696,38498,0.8613298729192769,3,17160,3,2,0.6666666666666666,N,N,0,4,2,N,2024-10-14 21:58:44.278843,,0
41,2,11,101,10368,7465,0.7200038580246914,9,84096,0,0,0.0,N,N,0,3,5,N,2024-09-01 21:58:44.278845,2024-09-02 14:58:44.278845,0
33,2,31,103,9621,9379,0.9748466895333125,9,25976,4,1,0.25,N,N,0,1,3,N,2025-02-08 21:58:44.278848,2025-02-09 04:58:44.278848,0
19,2,31,102,19719,12940,0.6562198894467265,5,49406,0,0,0.0,Y,N,1,2,2,N,2024-09-08 21:58:44.278850,2024-09-11 18:58:44.278850,0
45,2,45,103,34227,16932,0.49469716890174426,8,28626,4,1,0.25,N,Y,1,2,1,Y,2025-03-21 21:58:44.278852,2025-03-23 21:58:44.278852,0
49,1,45,102,48894,29769,0.6088477113756289,0,0,0,0,0.0,N,N,0,4,2,N,2025-02-07 21:58:44.278855,2025-02-10 20:58:44.278855,0
44,2,45,102,12566,7675,0.6107751074327551,6,33720,3,3,1.0,N,N,0,4,3,Y,2024-09-13 21:58:44.278857,2024-09-16 04:58:44.278857,0
37,1,31,102,17306,14643,0.8461227320004623,9,60789,4,1,0.25,N,N,0,1,5,N,2024-08-01 21:58:44.278860,2024-08-02 17:58:44.278860,0
41,1,44,102,29042,198,0.00681771227876868,4,5700,2,0,0.0,N,N,0,3,3,N,2025-02-22 21:58:44.278862,,0
29,1,32,102,20086,16955,0.8441202827840287,7,64645,0,0,0.0,N,Y,1,2,7,Y,2025-02-05 21:58:44.278864,2025-02-08 11:58:44.278864,0
52,1,44,101,22387,17174,0.7671416447045161,6,56058,0,0,0.0,N,Y,1,3,2,N,2025-01-20 21:58:44.278867,2025-01-21 16:58:44.278867,0
50,2,44,104,32042,9830,0.30678484489108043,3,8860,1,0,0.0,N,N,0,1,2,Y,2025-04-20 21:58:44.278869,2025-04-23 12:58:44.278869,0
50,2,31,103,28888,26407,0.9141165882027139,3,8526,4,4,1.0,N,Y,1,2,2,N,2024-12-07 21:58:44.278871,2024-12-08 07:58:44.278871,0
60,1,44,104,31514,26431,0.8387066065875484,5,39327,2,1,0.5,N,N,0,2,7,Y,2024-10-25 21:58:44.278874,2024-10-26 10:58:44.278874,0
54,1,11,101,23323,13798,0.5916048535780131,5,40500,3,2,0.6666666666666666,N,N,0,0,3,N,2024-11-21 21:58:44.278876,2024-11-24 07:58:44.278876,0
29,2,45,104,23019,17558,0.7627611972718189,8,69049,1,0,0.0,Y,N,1,1,0,N,2024-09-13 21:58:44.278878,2024-09-16 08:58:44.278878,0
20,1,11,104,14890,11932,0.8013431833445265,4,8830,2,0,0.0,Y,Y,2,1,1,N,2025-06-14 21:58:44.278881,2025-06-15 12:58:44.278881,0
18,1,32,103,45863,44237,0.9645465843926476,7,60117,4,2,0.5,Y,N,1,0,9,N,2025-02-01 21:58:44.278883,2025-02-03 11:58:44.278883,0
50,1,45,103,15283,178,0.01164692795917032,4,8910,2,2,1.0,N,N,0,3,1,Y,2025-03-15 21:58:44.278885,2025-03-18 02:58:44.278885,1
57,2,44,102,23279,18628,0.8002061944241591,1,6649,0,0,0.0,Y,Y,2,0,2,N,2024-12-06 21:58:44.278888,2024-12-07 08:58:44.278888,0
27,2,32,104,27908,20470,0.7334814390139028,5,10120,0,0,0.0,N,N,0,1,5,Y,2025-02-18 21:58:44.278890,2025-02-20 13:58:44.278890,0
60,1,45,102,42952,17118,0.3985379027751909,8,2951,1,0,0.0,N,N,0,3,7,Y,2025-01-10 21:58:44.278892,2025-01-13 09:58:44.278892,0
61,1,44,101,40170,22616,0.5630072193178989,2,11165,4,2,0.5,N,N,0,2,0,Y,2025-06-05 21:58:44.278895,,1
46,2,11,102,42663,798,0.018704732437943884,0,0,4,4,1.0,N,N,0,0,8,N,2025-06-19 21:58:44.278897,2025-06-21 04:58:44.278897,0
30,2,45,104,49172,7601,0.15457984218661028,0,0,2,0,0.0,N,Y,1,3,0,N,2024-07-21 21:58:44.278899,,0
29,1,44,104,14343,8979,0.6260196611587534,2,15352,1,0,0.0,N,N,0,3,9,Y,2025-03-20 21:58:44.278902,2025-03-23 03:58:44.278902,0
48,2,11,104,15637,2795,0.1787427255867494,9,76282,4,3,0.75,N,N,0,3,1,Y,2024-08-15 21:58:44.278904,,1
63,1,32,103,39724,31926,0.8036954989427046,4,29997,0,0,0.0,N,N,0,0,2,Y,2025-06-17 21:58:44.278906,2025-06-18 06:58:44.278906,0
